nom,age,ori,haut,poids,s20,s21,v20,v21,rupt,c20,c21,lig20,lig21,div20,div21
Marcinho,26,Brazil,173,64,3000.0,7000.0,625000.0,1600000.0,2200000.0,Chongqing Liangjiang Athletic,Kawasaki Frontale,Chinese Super League,Japanese J. League Division 1,1.0,1.0
S. Marković,21,Serbia,185,76,,500.0,,2900000.0,6700000.0,,Olympiacos CFP,,Greek Super League,,1.0
P. Mukairu,21,Nigeria,182,72,3000.0,7000.0,1200000.0,3100000.0,6800000.0,Antalyaspor,Antalyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
Bruno Duarte,25,Brazil,183,80,4000.0,6000.0,2400000.0,2100000.0,4600000.0,Vitória de Guimarães,Vitória de Guimarães,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
A. Andrade,22,Panama,187,78,5000.0,10000.0,1300000.0,2600000.0,,LASK Linz,DSC Arminia Bielefeld,Austrian Football Bundesliga,German 1. Bundesliga,1.0,1.0
S. Appelkamp,20,Japan,175,70,3000.0,9000.0,775000.0,3100000.0,5600000.0,Fortuna Düsseldorf,Fortuna Düsseldorf,German 2. Bundesliga,German 2. Bundesliga,2.0,2.0
Ismael Casas,20,Spain,174,62,2000.0,3000.0,2300000.0,2900000.0,5200000.0,Málaga CF,Málaga CF,Spanish Segunda División,Spanish Segunda División,2.0,2.0
Y. Gboho,20,France,178,64,8000.0,14000.0,2200000.0,3100000.0,,Stade Rennais FC,Vitesse,French Ligue 1,Holland Eredivisie,1.0,1.0
Ramón Enríquez,20,Spain,173,68,1000.0,4000.0,1100000.0,3300000.0,5900000.0,Málaga CF,Málaga CF,Spanish Segunda División,Spanish Segunda División,2.0,2.0
F. Pérez,21,Argentina,170,65,4000.0,6000.0,1600000.0,3100000.0,5300000.0,Club Atlético Lanús,Club Atlético Lanús,Argentina Primera División,Argentina Primera División,1.0,1.0
B. Rodríguez,21,Uruguay,174,68,4000.0,3000.0,3100000.0,3400000.0,7200000.0,Los Angeles FC,Los Angeles FC,USA Major League Soccer,USA Major League Soccer,1.0,1.0
D. Sigér,30,Hungary,175,70,,550.0,,1300000.0,2900000.0,,Ferencvárosi TC,,Hungarian Nemzeti Bajnokság I,,1.0
S. Pierotti,20,Argentina,187,82,1000.0,5000.0,350000.0,3000000.0,5100000.0,Club Atlético Colón,Club Atlético Colón,Argentina Primera División,Argentina Primera División,1.0,1.0
G. Kyriakopoulos,25,Greece,182,76,11000.0,13000.0,2700000.0,1900000.0,3400000.0,U.S. Sassuolo Calcio,U.S. Sassuolo Calcio,Italian Serie A,Italian Serie A,1.0,1.0
H. Novick,32,Uruguay,173,68,500.0,650.0,1000000.0,1100000.0,2400000.0,Club Sol de América,Club Universitario de Deportes,Paraguayan Primera División,Peruvian Primera División,1.0,1.0
A. Canobbio,22,Uruguay,175,72,500.0,550.0,1600000.0,3100000.0,7300000.0,Centro Atlético Fénix,Club Atlético Peñarol,Uruguayan Primera División,Uruguayan Primera División,1.0,1.0
G. Sepúlveda,22,Mexico,182,78,8000.0,16000.0,1800000.0,2900000.0,5500000.0,Club Deportivo Guadalajara,Club Deportivo Guadalajara,Mexican Liga MX,Mexican Liga MX,1.0,1.0
A. Fuentes,23,Peru,195,85,3000.0,3000.0,2600000.0,1900000.0,3200000.0,CF Fuenlabrada,CF Fuenlabrada,Spanish Segunda División,Spanish Segunda División,2.0,2.0
F. Calderón,23,Argentina,187,80,3000.0,6000.0,1800000.0,1900000.0,3000000.0,Unión de Santa Fe,Unión de Santa Fe,Argentina Primera División,Argentina Primera División,1.0,1.0
Francés,18,Spain,180,70,500.0,1000.0,1100000.0,3000000.0,6700000.0,Real Zaragoza,Real Zaragoza,Spanish Segunda División,Spanish Segunda División,2.0,2.0
M. Zerkane,21,Algeria,186,72,5000.0,9000.0,875000.0,2800000.0,6200000.0,FC Girondins de Bordeaux,FC Girondins de Bordeaux,French Ligue 1,French Ligue 1,1.0,1.0
Won Du Jae,23,Korea Republic,187,80,2000.0,5000.0,1500000.0,2600000.0,3900000.0,Ulsan Hyundai FC,Ulsan Hyundai FC,Korean K League 1,Korean K League 1,1.0,1.0
F. Tudor,25,Croatia,173,68,3000.0,5000.0,1700000.0,1800000.0,2600000.0,Raków Częstochowa,Raków Częstochowa,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
S. Pavlović,20,Serbia,194,84,,13000.0,,2900000.0,6100000.0,,AS Monaco,,French Ligue 1,,1.0
F. Chafaï,31,Algeria,182,75,6000.0,9000.0,700000.0,950000.0,1600000.0,Damac FC,Damac FC,Saudi Abdul L. Jameel League,Saudi Abdul L. Jameel League,1.0,1.0
J. Recalde,29,Paraguay,178,83,500.0,750.0,725000.0,1400000.0,3100000.0,Club Olimpia,Club Olimpia,Paraguayan Primera División,Paraguayan Primera División,1.0,1.0
T. Suslov,19,Slovakia,173,72,650.0,3000.0,575000.0,3300000.0,6800000.0,FC Groningen,FC Groningen,Holland Eredivisie,Holland Eredivisie,1.0,1.0
F. Paredes,22,Argentina,175,73,2000.0,6000.0,925000.0,2700000.0,4600000.0,Defensa y Justicia,Defensa y Justicia,Argentina Primera División,Argentina Primera División,1.0,1.0
M. Chahiri,24,France,180,77,6000.0,10000.0,875000.0,1900000.0,,RC Strasbourg Alsace,Stade Malherbe Caen,French Ligue 1,French Ligue 2,1.0,2.0
E. Touré,19,Mali,185,72,2000.0,8000.0,1500000.0,3000000.0,6600000.0,Stade de Reims,Stade de Reims,French Ligue 1,French Ligue 1,1.0,1.0
Samú Costa,20,Portugal,183,75,1000.0,4000.0,775000.0,3200000.0,7100000.0,Unión Deportiva Almería,Unión Deportiva Almería,Spanish Segunda División,Spanish Segunda División,2.0,2.0
P. Kalulu,21,France,184,69,7000.0,11000.0,2200000.0,3300000.0,7700000.0,AC Milan,AC Milan,Italian Serie A,Italian Serie A,1.0,1.0
E. Jirka,23,Slovakia,182,73,3000.0,5000.0,2300000.0,3100000.0,5600000.0,CD Mirandés,Real Oviedo,Spanish Segunda División,Spanish Segunda División,2.0,2.0
D. Petrovič,23,Slovenia,179,75,7000.0,12000.0,1700000.0,2200000.0,3700000.0,SK Rapid Wien,SK Rapid Wien,Austrian Football Bundesliga,Austrian Football Bundesliga,1.0,1.0
R. Hatate,23,Japan,171,70,3000.0,5000.0,1500000.0,2000000.0,2800000.0,Kawasaki Frontale,Kawasaki Frontale,Japanese J. League Division 1,Japanese J. League Division 1,1.0,1.0
L. Kastrati,22,Kosovo,176,63,500.0,5000.0,3100000.0,2800000.0,4500000.0,Dinamo Zagreb,Legia Warszawa,Croatian Prva HNL,Polish T-Mobile Ekstraklasa,1.0,1.0
A. Oliveros,22,Uruguay,183,79,500.0,6000.0,2200000.0,3000000.0,5700000.0,Club Nacional de Football,Club Necaxa,Uruguayan Primera División,Mexican Liga MX,1.0,1.0
J. Justvan,23,Germany,178,65,4000.0,7000.0,975000.0,2800000.0,5000000.0,SC Paderborn 07,SC Paderborn 07,German 2. Bundesliga,German 2. Bundesliga,2.0,2.0
M. Name,26,Senegal,178,73,4000.0,4000.0,1300000.0,1600000.0,2900000.0,Paris FC,Paris FC,French Ligue 2,French Ligue 2,2.0,2.0
M. Dárdai,19,Germany,188,77,2000.0,9000.0,725000.0,3100000.0,7200000.0,Hertha BSC,Hertha BSC,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
O. Syrota,21,Ukraine,189,74,500.0,500.0,1600000.0,2900000.0,7000000.0,Dynamo Kyiv,Dynamo Kyiv,Ukrainian Premier League,Ukrainian Premier League,1.0,1.0
A. Stach,22,Germany,194,86,1000.0,9000.0,325000.0,3000000.0,6000000.0,SpVgg Greuther Fürth,1. FSV Mainz 05,German 2. Bundesliga,German 1. Bundesliga,2.0,1.0
A. Theate,21,Belgium,184,79,1000.0,4000.0,425000.0,2900000.0,,KV Oostende,Bologna,Belgian Jupiler Pro League,Italian Serie A,1.0,1.0
N. Bätzner,21,Germany,175,63,2000.0,5000.0,875000.0,3100000.0,5100000.0,KV Oostende,KV Oostende,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
P. Ba,28,Senegal,174,68,2000.0,6000.0,475000.0,1400000.0,2500000.0,Chamois Niortais Football Club,Le Havre AC,French Ligue 2,French Ligue 2,2.0,2.0
Rubén Díez,27,Spain,166,62,3000.0,5000.0,925000.0,1500000.0,2400000.0,C.D. Castellón,CD Tenerife,Spanish Segunda División,Spanish Segunda División,2.0,2.0
E. Lira,21,Mexico,170,70,2000.0,5000.0,1000000.0,3400000.0,7900000.0,Club Universidad Nacional,Club Universidad Nacional,Mexican Liga MX,Mexican Liga MX,1.0,1.0
M. Trmal,22,Czech Republic,192,80,,3000.0,,2700000.0,6200000.0,,Vitória de Guimarães,,Portuguese Liga ZON SAGRES,,1.0
S. Naveda,20,Mexico,176,74,3000.0,15000.0,575000.0,3300000.0,7700000.0,Club América,Club América,Mexican Liga MX,Mexican Liga MX,1.0,1.0
D. Ndoye,20,Switzerland,183,78,6000.0,11000.0,1700000.0,3100000.0,,OGC Nice,FC Basel 1893,French Ligue 1,Swiss Super League,1.0,1.0
Miguel Baeza,21,Spain,177,76,3000.0,8000.0,1100000.0,3100000.0,7100000.0,RC Celta de Vigo,RC Celta de Vigo,Spain Primera Division,Spain Primera Division,1.0,1.0
V. Lisakovich,23,Belarus,179,73,12000.0,20000.0,1900000.0,3100000.0,5600000.0,FC Lokomotiv Moscow,FC Lokomotiv Moscow,Russian Premier League,Russian Premier League,1.0,1.0
Lucas Silva,23,Brazil,176,66,5000.0,5000.0,2100000.0,2100000.0,4600000.0,FC Paços de Ferreira,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
C. Matsima,19,France,193,80,,10000.0,,3100000.0,6500000.0,,AS Monaco,,French Ligue 1,,1.0
Caio Alexandre,22,Brazil,174,66,,4000.0,,2200000.0,3600000.0,,Vancouver Whitecaps FC,,USA Major League Soccer,,1.0
K. Varga,25,Hungary,178,76,6000.0,7000.0,2200000.0,1800000.0,3700000.0,Kasimpaşa SK,Kasimpaşa SK,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
M. Vulic,24,Serbia,183,76,5000.0,6000.0,1800000.0,2100000.0,3800000.0,Crotone,Crotone,Italian Serie A,Italian Serie B,1.0,2.0
Afonso Sousa,21,Portugal,174,65,1000.0,3000.0,1300000.0,3400000.0,9300000.0,Belenenses SAD,Belenenses SAD,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
L. Sučić,18,Croatia,185,71,600.0,5000.0,1000000.0,3200000.0,6800000.0,FC Red Bull Salzburg,FC Red Bull Salzburg,Austrian Football Bundesliga,Austrian Football Bundesliga,1.0,1.0
G. Bayrakdar,19,Turkey,181,74,1000.0,5000.0,1100000.0,3300000.0,8700000.0,Antalyaspor,Antalyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
J. van Hecke,21,Netherlands,189,80,11000.0,16000.0,2300000.0,2900000.0,,SC Heerenveen,Blackburn Rovers,Holland Eredivisie,English League Championship,1.0,2.0
Jofre Carreras,20,Spain,175,70,1000.0,7000.0,1200000.0,3400000.0,7800000.0,RCD Espanyol de Barcelona,RCD Espanyol de Barcelona,Spanish Segunda División,Spain Primera Division,2.0,1.0
S. Sow,18,Guinea,185,78,,4000.0,,3000000.0,6600000.0,,AS Saint-Étienne,,French Ligue 1,,1.0
M. Al-Tamari,24,Jordan,176,66,,7000.0,,2200000.0,3700000.0,,Oud-Heverlee Leuven,,Belgian Jupiler Pro League,,1.0
Y. Irrazábal,33,Uruguay,181,81,,500.0,,450000.0,968000.0,,Club Atlético Rentistas,,Uruguayan Primera División,,1.0
H. Siquet,18,Belgium,175,66,,2000.0,,3100000.0,6600000.0,,Standard de Liège,,Belgian Jupiler Pro League,,1.0
M. Hoppe,20,United States,191,80,,10000.0,,3400000.0,8200000.0,,RCD Mallorca,,Spain Primera Division,,1.0
F. Vera,23,Argentina,178,75,,6000.0,,2100000.0,3600000.0,,Unión de Santa Fe,,Argentina Primera División,,1.0
K. Zenón,20,Argentina,177,74,,6000.0,,3100000.0,5300000.0,,Unión de Santa Fe,,Argentina Primera División,,1.0
Y. Vertessen,20,Belgium,176,68,,6000.0,,3400000.0,6900000.0,,PSV,,Holland Eredivisie,,1.0
F. Vargas,22,Venezuela,178,72,,4000.0,,3100000.0,5300000.0,,FC Dallas,,USA Major League Soccer,,1.0
Juan Iglesias,22,Spain,185,76,,10000.0,,3000000.0,6900000.0,,Getafe CF,,Spain Primera Division,,1.0
V. Szilágyi,28,Serbia,176,74,,5000.0,,1400000.0,1800000.0,,Gangwon FC,,Korean K League 1,,1.0
A. Varela,19,Argentina,177,73,,4000.0,,3100000.0,6300000.0,,Boca Juniors,,Argentina Primera División,,1.0
Kaio Jorge,19,Brazil,182,71,,19000.0,,3300000.0,7500000.0,,Juventus,,Italian Serie A,,1.0
Léo Ceará,26,Brazil,178,78,,7000.0,,1800000.0,2500000.0,,Yokohama F. Marinos,,Japanese J. League Division 1,,1.0
M. Bulat,19,Croatia,178,68,,500.0,,3300000.0,9300000.0,,Dinamo Zagreb,,Croatian Prva HNL,,1.0
D. Špikić,22,Croatia,183,79,,500.0,,3100000.0,7400000.0,,Dinamo Zagreb,,Croatian Prva HNL,,1.0
I. Sissokho,19,Mali,170,65,,6000.0,,2800000.0,6200000.0,,FC Girondins de Bordeaux,,French Ligue 1,,1.0
A. Douvikas,21,Greece,186,76,,7000.0,,3200000.0,5400000.0,,FC Utrecht,,Holland Eredivisie,,1.0
A. Mostovoy,23,Russia,180,77,,,,,,,,,,,
J. Gorter,21,Netherlands,190,81,,4000.0,,2700000.0,4300000.0,,Ajax,,Holland Eredivisie,,1.0
S. Beukema,22,Netherlands,188,78,,4000.0,,2900000.0,4900000.0,,AZ Alkmaar,,Holland Eredivisie,,1.0
Carles Soria,24,Spain,170,70,,3000.0,,2100000.0,4800000.0,,Estoril Praia,,Portuguese Liga ZON SAGRES,,1.0
Daniel Figueira,22,Portugal,189,82,,2000.0,,2700000.0,6200000.0,,Estoril Praia,,Portuguese Liga ZON SAGRES,,1.0
D. Čolina,20,Croatia,174,68,,500.0,,3200000.0,7700000.0,,Hajduk Split,,Croatian Prva HNL,,1.0
Guilherme Ramos,23,Portugal,191,82,,9000.0,,2600000.0,5200000.0,,DSC Arminia Bielefeld,,German 1. Bundesliga,,1.0
Matheus Thuler,22,Brazil,186,86,,9000.0,,2600000.0,5700000.0,,Montpellier Hérault SC,,French Ligue 1,,1.0
A. Zorgane,21,Algeria,184,81,,6000.0,,3100000.0,5300000.0,,Royal Charleroi S.C.,,Belgian Jupiler Pro League,,1.0
A. Silyanov,20,Russia,186,85,,13000.0,,2900000.0,5200000.0,,FC Lokomotiv Moscow,,Russian Premier League,,1.0
Luvannor,31,Moldova,182,77,,12000.0,,1200000.0,2000000.0,,Al Taawoun,,Saudi Abdul L. Jameel League,,1.0
B. Ogbeche,36,Nigeria,179,82,,600.0,,400000.0,540000.0,,Hyderabad FC,,Indian Super League,,1.0
J. Defoe,38,England,171,65,33000.0,16000.0,1000000.0,400000.0,720000.0,Rangers FC,Rangers FC,Scottish Premiership,Scottish Premiership,1.0,1.0
C. Gordon,38,Scotland,193,83,,2000.0,,130000.0,228000.0,,Heart of Midlothian,,Scottish Premiership,,1.0
T. Huddlestone,34,England,188,80,,6000.0,,400000.0,740000.0,,Hull City,,English League Championship,,2.0
A. Walke,38,Germany,189,88,8000.0,5000.0,210000.0,130000.0,195000.0,FC Red Bull Salzburg,FC Red Bull Salzburg,Austrian Football Bundesliga,Austrian Football Bundesliga,1.0,1.0
Kim Young Kwang,38,Korea Republic,183,87,1000.0,1000.0,130000.0,130000.0,163000.0,Seongnam FC,Seongnam FC,Korean K League 1,Korean K League 1,1.0,1.0
Seoane,38,Spain,176,73,3000.0,2000.0,275000.0,240000.0,372000.0,CD Lugo,CD Lugo,Spanish Segunda División,Spanish Segunda División,2.0,2.0
E. Ruud,37,Norway,182,76,2000.0,2000.0,275000.0,275000.0,344000.0,Odds BK,Odds BK,Norwegian Eliteserien,Norwegian Eliteserien,1.0,1.0
A. Papadopoulos,36,Greece,184,79,500.0,500.0,325000.0,220000.0,462000.0,Olympiacos CFP,Olympiacos CFP,Greek Super League,Greek Super League,1.0,1.0
R. Stearman,33,England,191,76,11000.0,6000.0,775000.0,575000.0,1100000.0,Huddersfield Town,Derby County,English League Championship,English League Championship,2.0,2.0
Ł. Trałka,37,Poland,186,77,1000.0,1000.0,200000.0,240000.0,324000.0,Warta Poznań,Warta Poznań,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
C. Săpunaru,37,Romania,187,81,5000.0,3000.0,250000.0,220000.0,297000.0,Yukatel Kayserispor,Rapid București,Turkish Süper Lig,Romanian Liga I,1.0,1.0
R. Lindgren,36,Sweden,180,69,2000.0,2000.0,325000.0,220000.0,275000.0,BK Häcken,BK Häcken,Swedish Allsvenskan,Swedish Allsvenskan,1.0,1.0
M. Stoppelkamp,34,Germany,180,75,2000.0,4000.0,875000.0,575000.0,834000.0,MSV Duisburg,MSV Duisburg,German 3. Bundesliga,German 3. Bundesliga,3.0,3.0
H. Lamberti,37,Argentina,172,70,,4000.0,,240000.0,348000.0,,Platense,,Argentina Primera División,,1.0
E. Culio,37,Argentina,176,78,,5000.0,,375000.0,525000.0,,CFR Cluj,,Romanian Liga I,,1.0
J. Young,35,England,180,83,2000.0,750.0,210000.0,130000.0,163000.0,Brisbane Roar,Western United FC,Australian Hyundai A-League,Australian Hyundai A-League,1.0,1.0
Park Chu Young,35,Korea Republic,182,75,6000.0,2000.0,675000.0,525000.0,656000.0,FC Seoul,FC Seoul,Korean K League 1,Korean K League 1,1.0,1.0
F. Öztürk,34,Turkey,191,86,16000.0,15000.0,400000.0,210000.0,420000.0,Galatasaray SK,Galatasaray SK,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
C. Kazim-Richards,34,Turkey,187,95,,7000.0,,575000.0,1100000.0,,Derby County,,English League Championship,,2.0
S. Hagen,35,Norway,185,80,2000.0,2000.0,400000.0,325000.0,406000.0,Odds BK,Odds BK,Norwegian Eliteserien,Norwegian Eliteserien,1.0,1.0
S. Kaya,30,Turkey,183,80,,6000.0,,1000000.0,2000000.0,,Yeni Malatyaspor,,Turkish Süper Lig,,1.0
R. Riou,33,France,189,81,4000.0,2000.0,800000.0,400000.0,700000.0,Stade Malherbe Caen,Stade Malherbe Caen,French Ligue 2,French Ligue 2,2.0,2.0
K. Vermeer,35,Netherlands,181,78,7000.0,2000.0,950000.0,130000.0,189000.0,Los Angeles FC,FC Cincinnati,USA Major League Soccer,USA Major League Soccer,1.0,1.0
T. Elyounoussi,33,Norway,172,66,3000.0,2000.0,1300000.0,775000.0,969000.0,Shonan Bellmare,Shonan Bellmare,Japanese J. League Division 1,Japanese J. League Division 1,1.0,1.0
J. Fejzić,35,Bosnia and Herzegovina,198,95,4000.0,2000.0,150000.0,130000.0,189000.0,Eintracht Braunschweig,Eintracht Braunschweig,German 2. Bundesliga,German 3. Bundesliga,2.0,3.0
L. Peltier,34,England,177,73,30000.0,11000.0,725000.0,450000.0,855000.0,West Bromwich Albion,Middlesbrough,English Premier League,English League Championship,1.0,2.0
D. Simpson,34,England,176,80,,12000.0,,450000.0,855000.0,,Bristol City,,English League Championship,,2.0
S. Hutchinson,31,England,182,73,,3000.0,,825000.0,1400000.0,,Sheffield Wednesday,,English League One,,3.0
L. Bridcutt,32,Scotland,175,76,6000.0,5000.0,975000.0,800000.0,1400000.0,Lincoln City,Lincoln City,English League One,English League One,3.0,3.0
David Fernández,36,Spain,186,77,4000.0,3000.0,375000.0,220000.0,341000.0,AD Alcorcón,AD Alcorcón,Spanish Segunda División,Spanish Segunda División,2.0,2.0
İ. Parlak,34,Turkey,181,74,5000.0,7000.0,625000.0,575000.0,1200000.0,Yukatel Kayserispor,Yukatel Kayserispor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
O. Kaya,35,Belgium,167,69,10000.0,5000.0,875000.0,500000.0,750000.0,KV Mechelen,KV Mechelen,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
L. Tomlin,32,England,180,74,16000.0,14000.0,1300000.0,950000.0,1800000.0,Cardiff City,Cardiff City,English League Championship,English League Championship,2.0,2.0
D. Button,32,England,191,87,21000.0,12000.0,650000.0,600000.0,1100000.0,West Bromwich Albion,West Bromwich Albion,English Premier League,English League Championship,1.0,2.0
C. Riveros,38,Paraguay,179,76,500.0,500.0,375000.0,375000.0,806000.0,Club Nacional,Club Nacional,Paraguayan Primera División,Paraguayan Primera División,1.0,1.0
M. Figueroa,38,Honduras,181,85,3000.0,2000.0,250000.0,220000.0,319000.0,Houston Dynamo,Houston Dynamo,USA Major League Soccer,USA Major League Soccer,1.0,1.0
J. Arce,36,Bolivia,176,62,500.0,500.0,500000.0,400000.0,860000.0,Club Bolívar,Club Always Ready,Liga de Fútbol Profesional Boliviano,Liga de Fútbol Profesional Boliviano,1.0,1.0
Feng Xiaoting,35,China PR,186,78,9000.0,4000.0,400000.0,325000.0,504000.0,Shanghai Shenhua FC,Shanghai Shenhua FC,Chinese Super League,Chinese Super League,1.0,1.0
H. Kage,31,Congo DR,177,81,,6000.0,,1000000.0,1400000.0,,FC Botoşani,,Romanian Liga I,,1.0
P. Tytoń,34,Poland,195,88,3000.0,3000.0,400000.0,210000.0,305000.0,FC Cincinnati,FC Cincinnati,USA Major League Soccer,USA Major League Soccer,1.0,1.0
Lee Keun Ho,36,Korea Republic,176,74,4000.0,4000.0,600000.0,400000.0,,Ulsan Hyundai FC,Daegu FC,Korean K League 1,Korean K League 1,1.0,1.0
A. Beck,34,Germany,180,79,7000.0,5000.0,825000.0,450000.0,653000.0,KAS Eupen,KAS Eupen,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
P. Karlsson,35,Sweden,184,81,6000.0,2000.0,600000.0,325000.0,406000.0,AIK,AIK,Swedish Allsvenskan,Swedish Allsvenskan,1.0,1.0
J. Zavala,33,Mexico,190,82,5000.0,5000.0,775000.0,575000.0,949000.0,Fútbol Club Juárez,Mazatlán Futbol Club,Mexican Liga MX,Mexican Liga MX,1.0,1.0
L. Nielsen,33,Denmark,185,82,3000.0,3000.0,775000.0,575000.0,748000.0,Malmö FF,Malmö FF,Swedish Allsvenskan,Swedish Allsvenskan,1.0,1.0
M. Coutadeur,35,France,170,69,5000.0,2000.0,650000.0,350000.0,613000.0,AC Ajaccio,AC Ajaccio,French Ligue 2,French Ligue 2,2.0,2.0
